category,service,endpoint,method,path,severity,status,cls,tier,rule,problem,expected,evidence,src
compute,virtualserver,createsharingimage,POST,/v1/images/{image_id}/share,yellow,red,문서,본문,docs.image-share-cancellation-undocumented,공유의 수락/거절/취소가 별도 엔드포인트(updateimagemember)에 있음이 해당 문서에 없음,공유 문서에 상대 엔드포인트 상호 참조,"createsharingimage's own doc page never mentions that the accept/reject/cancel counterpart lives on a DIFFERENT endpoint family — PUT /v1/images/{image_id}/members/{member_id} (updateimagemember, body {""status"": pending|accepted|rejected}) — not a sibling of the share endpoint itself. An AI/agent reading only the share endpoint's docs has no discoverable path to cancel or unwind a share. (Corrected 2026-07-16 after an earlier read mistakenly concluded no accept/reject/cancel API existed at all — it does, just undocumented as a counterpart of share.)",runtime
compute,virtualserver,createsnapshot,POST,/v1/snapshots,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: name, volume_id",static
compute,virtualserver,createvirtualserver,POST,/v1/servers,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: image_id, keypair_name, name, server_type_id, zone",static
compute,virtualserver,createvirtualservercustomimage,POST,/v1/servers/{server_id}/images,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: image_name,static
compute,virtualserver,createvirtualserverdump,POST,/v1/servers/{server_id}/dump,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
compute,virtualserver,createvolume,POST,/v1/volumes,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: name, zone",static
compute,virtualserver,createvolumetransfer,POST,/v1/volume-transfer,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: volume_id,static
compute,virtualserver,detachvirtualserversecuritygroup,DELETE,/v1/servers/{server_id}/security-groups/{security_group_id},yellow,yellow,문서,본문,deprecated,DEPRECATED 표기만 있고 대체 API 안내 없음,대체 엔드포인트와 제거 일정 명시,DEPRECATED endpoint,static
compute,virtualserver,importimage,POST,/v1/images/{image_id}/import,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
compute,virtualserver,listautoscalinggroupnotifications,GET,/v1/auto-scaling-groups/{auto_scaling_group_id}/notifications,yellow,yellow,규격,본문,notfound-200-list,존재하지 않는 부모의 하위 목록 조회가 200(빈 목록) 반환,부모 부재 시 404,"sub-resource list of a non-existent parent -> 200 (empty), not 404",runtime
compute,virtualserver,listimages,GET,/v1/images,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 20),runtime
compute,virtualserver,listserverips,GET,/v1/servers/{server_id}/ips,yellow,yellow,규격,본문,versioning.doc-version-not-supported,문서에 명시된 API 버전을 서버가 406으로 거절,문서-서버 버전 정합,docs-derived pin 'virtualserver /v1/servers/{id}/ips 1.3' -> 406 NoSuchVersion against the product pin; served via the no-pin fallback. Confirmed 실측 2026-07-16.,runtime
compute,virtualserver,listservertypes,GET,/v1/server-types,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 121),runtime
compute,virtualserver,listvolumetypes,GET,/v1/volume-types,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 4),runtime
compute,virtualserver,lockvirtualserver,POST,/v1/servers/{server_id}/lock,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
compute,virtualserver,rebootvirtualserver,POST,/v1/servers/{server_id}/reboot,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
compute,virtualserver,rebuildvirtualserver,POST,/v1/servers/{server_id}/rebuild,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
compute,virtualserver,revertvolumetosnapshot,POST,/v1/volumes/{volume_id}/revert,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
compute,virtualserver,revertvolumetosnapshot,POST,/v1/volumes/{volume_id}/revert,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: snapshot_id,static
compute,virtualserver,setvirtualservertype,POST,/v1/servers/{server_id}/server-type,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
compute,virtualserver,setvirtualservertype,POST,/v1/servers/{server_id}/server-type,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: server_type,static
compute,virtualserver,setvolumeqos,PUT,/v1/volumes/{volume_id}/qos,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
compute,virtualserver,showvirtualserverpassword,POST,/v1/servers/{server_id}/password,yellow,yellow,규격,본문,method-verb,엔드포인트 이름의 동사와 HTTP 메서드 불일치,"동사-메서드 정합(조회=GET, 생성=POST 등)",read-verb name but not GET (POST /v1/servers/{server_id}/password),static
compute,virtualserver,showvolumequotaset,GET,/v1/volumes/quota-sets,yellow,yellow,문서,본문,schema-undocumented-field,실제 응답에 문서에 없는 필드 존재,응답 스키마 문서 갱신,"response has undocumented field(s): snapshots_SSD,snapshots_SSD_KMS,snapshots_SSD_MultiAttach,snapshots_SSD_Provisioned,snapshots_hdd0,snapshots_ssd0,usages_SSD,usages_SSD_KMS,usages_SSD_MultiAttach,usages_SSD_Provisioned,usages_hdd0,usages_ssd0,volumes_SSD,volumes_SSD_KMS,volumes_SSD_MultiAttach,volumes_SSD_Provisioned,volumes_hdd0,volumes_ssd0",runtime
compute,virtualserver,startvirtualserver,POST,/v1/servers/{server_id}/start,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
compute,virtualserver,stopvirtualserver,POST,/v1/servers/{server_id}/stop,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
compute,virtualserver,unlockvirtualserver,POST,/v1/servers/{server_id}/unlock,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
compute,virtualserver,updateautoscalinggrouplbservergroups,PUT,/v1/auto-scaling-groups/{auto_scaling_group_id}/lb-server-groups,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
compute,virtualserver,updateserverinterface,PUT,/v1/servers/{server_id}/interfaces/{port_id},yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
compute,virtualserver,updateserverinterface,PUT,/v1/servers/{server_id}/interfaces/{port_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: fixed_ip_address,static
compute,virtualserver,updateservervolume,PUT,/v1/servers/{server_id}/volumes/{volume_id},yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
compute,virtualserver,updateservervolume,PUT,/v1/servers/{server_id}/volumes/{volume_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: volume_id,static
compute,virtualserver,updatesnapshot,PUT,/v1/snapshots/{snapshot_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
compute,virtualserver,updatevirtualserver,PUT,/v1/servers/{server_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
container,scr,checktagsvulnerability,PUT,/v1/tagses/{tags_id}/check-vulnerability,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
container,scr,createregistry,POST,/v1/container-registries,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
container,scr,createregistry,POST,/v1/container-registries,yellow,yellow,규격,부록,errors.rate-limit-non-json,유량 제한 시 JSON 에러 규격이 아닌 HTML 차단 페이지(417) 반환,엣지 레벨에서도 표준 JSON 에러 엔벨로프 유지,"단시간 다수 요청(약 60초 내 80건) 상황에서 the SCP edge WAF answers with 417 + an HTML 'Request Rejected' block page (Support ID 3232170405160507975, F5-style) instead of the platform's JSON error envelope — breaks the 'errors are always JSON' contract an AI/programmatic consumer relies on to parse failures. 실측 2026-07-16; root-caused to our own dispatch burst (worker-ramp fix landed), not a targeted WAF bug — but the non-JSON error shape itself under any rate-limiting trigger is a real AI-usability gap.",runtime
container,scr,createrepository,POST,/v1/repositories,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: description, name, registry_id",static
container,scr,downloadmanifest,GET,/v1/tagses/{tags_id}/download/manifest,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,GET 2xx documents no schema,static
container,scr,runimagelifecyclepolicypreview,POST,/v1/images/{image_id}/lifecycle-policy/preview,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
container,scr,updateimagedescription,PUT,/v1/images/{image_id}/description,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
container,scr,updateimagedescription,PUT,/v1/images/{image_id}/description,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: description,static
container,scr,updateimagelifecyclepolicy,PUT,/v1/images/{image_id}/lifecycle-policy,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
container,scr,updateimagelockpolicy,PUT,/v1/images/{image_id}/lock-policy,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
container,scr,updateimagepullpolicy,PUT,/v1/images/{image_id}/pull-policy,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
container,scr,updateimagescanpolicy,PUT,/v1/images/{image_id}/scan-policy,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
container,scr,updateprivateacl,PUT,/v1/container-registries/{registry_id}/private-acl,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
container,scr,updatepublicacl,PUT,/v1/container-registries/{registry_id}/public-acl,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
container,scr,updatepublicendpointenabled,PUT,/v1/container-registries/{registry_id}/enable-public-endpoint,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
container,scr,updaterepositorydescription,PUT,/v1/repositories/{repository_id}/description,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
container,scr,updaterepositorydescription,PUT,/v1/repositories/{repository_id}/description,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: description,static
container,scr,updaterepositorylifecyclepolicy,PUT,/v1/repositories/{repository_id}/lifecycle-policy,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
container,scr,updaterepositorylockpolicy,PUT,/v1/repositories/{repository_id}/lock-policy,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
container,scr,updaterepositorypullpolicy,PUT,/v1/repositories/{repository_id}/pull-policy,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
container,scr,updaterepositoryscanpolicy,PUT,/v1/repositories/{repository_id}/scan-policy,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
container,scr,updatetagslockpolicy,PUT,/v1/tagses/{tags_id}/lock-policy,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
container,ske,createcluster,POST,/v1/clusters,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: kubernetes_version, name, subnet_id, volume_id, vpc_id",static
container,ske,createclusterkubeconfig,GET,/v1/clusters/{cluster_id}/kubeconfig,yellow,yellow,규격,본문,method-verb,엔드포인트 이름의 동사와 HTTP 메서드 불일치,"동사-메서드 정합(조회=GET, 생성=POST 등)",create-verb name but not POST (GET /v1/clusters/{cluster_id}/kubeconfig),static
container,ske,createclusterkubeconfig,GET,/v1/clusters/{cluster_id}/kubeconfig,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,GET 2xx documents no schema,static
container,ske,createclusterkubeconfig,GET,/v1/clusters/{cluster_id}/kubeconfig,yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
container,ske,createnodepool,POST,/v1/nodepools,yellow,red,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: cluster_id, image_os, image_os_version, keypair_name, kubernetes_version, name, server_type_id, volume_type_name",static
container,ske,setclusterpublicaccesscontrol,PUT,/v1/clusters/{cluster_id}/public-access-control,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: public_endpoint_access_control_ip,static
container,ske,setclusterupgrade,PUT,/v1/clusters/{cluster_id}/upgrade,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: kubernetes_version,static
container,ske,setnodepoolpreferredips,PUT,/v1/nodepools/{nodepool_id}/preferred-ips,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: preferred_ips,static
container,ske,setnodepoolupgrade,PUT,/v1/nodepools/{nodepool_id}/upgrade,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: os_version,static
container,ske,showclusteruserkubeconfig,GET,/v1/clusters/{cluster_id}/user-kubeconfig,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,GET 2xx documents no schema,static
container,ske,showclusteruserkubeconfig,GET,/v1/clusters/{cluster_id}/user-kubeconfig,yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
data-analytics,data-flow,createdataflow,POST,/v1/data-flows,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
data-analytics,data-flow,createdataflow,POST,/v1/data-flows,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: cluster_id, data_flow_name, domain, image_id, storage_class_name",static
data-analytics,data-flow,createdataflowserviceconsole,POST,/v1/data-flow-services,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
data-analytics,data-flow,createdataflowserviceconsole,POST,/v1/data-flow-services,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: data_flow_id, data_flow_service_name, domain, storage_class_name",static
data-analytics,data-flow,getdataflow,GET,/v1/data-flows/{data_flow_id},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
data-analytics,data-flow,getdataflowserviceconsole,GET,/v1/data-flow-services/{data_flow_service_id},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
data-analytics,data-flow,getdataflowservicesubversions,GET,/v1/data-flow-services/data-flows/{data_flow_id}/sub-versions,yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
data-analytics,data-flow,ingresscluster,GET,/v1/data-flows/clusters/{cluster_id}/ingress-controllers,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,GET 2xx documents no schema,static
data-analytics,data-ops,checkduplicationcontroller,GET,/v1/data-ops-services/{data_ops_service_name}/check-duplication,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,GET 2xx documents no schema,static
data-analytics,data-ops,checkduplicationcontrollerv1,GET,/v1/data-ops/{data_ops_name}/check-duplication,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,GET 2xx documents no schema,static
data-analytics,data-ops,createdataops,POST,/v1/data-ops,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
data-analytics,data-ops,createdataops,POST,/v1/data-ops,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: cluster_id, data_ops_name, domain, image_id, storage_class_name",static
data-analytics,data-ops,createdataopsservice,POST,/v1/data-ops-services,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
data-analytics,data-ops,createdataopsservice,POST,/v1/data-ops-services,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: data_ops_id, data_ops_service_name, domain, storage_class_name, worker_type",static
data-analytics,data-ops,getdataopsdetail,GET,/v1/data-ops/{data_ops_id},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
data-analytics,data-ops,getdataopsservice,GET,/v1/data-ops-services/{data_ops_service_id},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
data-analytics,data-ops,getdataopsservicevalidateresourcescreation,POST,/v1/data-ops-services/clusters/{cluster_id}/validate-resources,yellow,yellow,규격,본문,method-verb,엔드포인트 이름의 동사와 HTTP 메서드 불일치,"동사-메서드 정합(조회=GET, 생성=POST 등)",read-verb name but not GET (POST /v1/data-ops-services/clusters/{cluster_id}/validate-resources),static
data-analytics,data-ops,getdataopsservicevalidateresourcesupdate,POST,/v1/data-ops-services/{data_ops_service_id}/validate-resources,yellow,yellow,규격,본문,method-verb,엔드포인트 이름의 동사와 HTTP 메서드 불일치,"동사-메서드 정합(조회=GET, 생성=POST 등)",read-verb name but not GET (POST /v1/data-ops-services/{data_ops_service_id}/validate-resources),static
data-analytics,data-ops,getdataopssubversion,GET,/v1/data-ops-services/data-ops/{data_ops_id}/sub-versions,yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
data-analytics,data-ops,getingresscontrollerlistv1,GET,/v1/data-ops/clusters/{cluster_id}/ingress-controllers,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,GET 2xx documents no schema,static
data-analytics,eventstreams,eventstreamscreatecluster,POST,/v1/clusters,yellow,red,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: dbaas_engine_version_id, instance_name_prefix, name, subnet_id, timezone",static
data-analytics,eventstreams,eventstreamspatchminorversion,PUT,/v1/clusters/{cluster_id}/patch,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: dbaas_engine, software_version",static
data-analytics,eventstreams,eventstreamssetmaintenance,POST,/v1/clusters/{cluster_id}/maintenance,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: start_time, term_hour",static
